-0.034965035	-0.000950806
-1.048951049	0.006911093245149713
-1.818181818	0.018664805909925475
-3.076923077	0.030444002851812035
-4.300699301	0.04742745324090247
-5.384615385	0.06960969616067236
-6.468531469	0.0969980128331539
-7.272727273	0.13348239612881707
-7.832167832	0.17516011103863616
-8.146853147	0.22333267600078888
-8.356643357	0.27149978004641795
-8.426573427	0.31575504755548156
-8.426573427	0.363911229768063
-8.391608392	0.4133671101133142
-8.391608392	0.4615232923258955
-8.286713287	0.509674013621953
-8.181818182	0.5578247349180105
-8.006993007	0.6046702971648744
-7.867132867	0.6541207165936018
-7.727272727	0.6996665807077956
-7.517482517	0.7491133595255073
-7.307692308	0.7946555830286852
-7.132867133	0.841501145275549
-6.923076923	0.8883448872169049
-6.678321678	0.9377898457291085
-6.398601399	0.9859314654976262
-6.293706294	0.9989411889628812
